repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content,debt_category,severity,rationale,is_false_positive,original_index
facebookresearch/vissl,Computer Vision,tests/test_knn.py,216,TODO,Requirement Debt,P3_Model_Development,# TODO - investigate: both KNN implementation have a bit of randomness,Code Debt,3,"The TODO comment suggests that the KNN implementation has randomness, which may affect model performance and requires investigation.",False,289
facebookresearch/Detectron,Computer Vision,detectron/modeling/model_builder.py,325,TODO,Requirement Debt,P3_Model_Development,# TODO(rbg): fold this function into build_generic_detection_model,Code Debt,3,The TODO comment indicates a refactoring opportunity to improve code organization and maintainability.,False,290
apple/ml-4m,Computer Vision,fourm/utils/generation.py,97,TEMP,Design Debt,P3_Model_Development,"def linear_temp_schedule(temp, token_schedule):",Code Debt,3,"The use of the keyword TEMP in the function name and parameter suggests a temporary or experimental implementation, which may not be properly refactored or maintained.",False,291
apple/ml-4m,Computer Vision,fourm/demo_4M_sampler.py,50,TEMP,Design Debt,P3_Model_Development,"'token_decoding_schedule': 'linear', 'temp': 0.01, 'temp_schedule': 'constant',",Code Debt,3,The use of a hardcoded temperature value (0.01) in the 'temp' parameter may not be easily adaptable to different model requirements or experimental settings.,False,292
open-mmlab/mmdetection3d,Computer Vision,mmdet3d/registry.py,100,TODO,Requirement Debt,P3_Model_Development,# TODO: update the location when mmdet3d has its own optimizer,Model Dependency Debt,2,"The code is tightly coupled with mmdet3d's optimizer, making it difficult to update the location independently.",False,293
open-mmlab/mmtracking,Computer Vision,configs/det/faster-rcnn_r101_fpn_4e_mot17-half.py,12,NOQA,Test Debt,P3_Model_Development,'http://download.openmmlab.com/mmdetection/v2.0/faster_rcnn/faster_rcnn_r101_fpn_2x_coco/faster_rcnn_r101_fpn_2x_coco_bbox_mAP-0.398_20200504_210455-1d2dac9c.pth'  # noqa: E501,Configuration Debt,2,"The use of a hardcoded model path indicates a configuration debt, as it may not be easily reproducible or adaptable to different environments.",False,294
facebookresearch/Detectron,Computer Vision,tools/test_net.py,26,BUG,Defect Debt,P3_Model_Development,import cv2  # NOQA (Must import before importing caffe2 due to bug in cv2),Code Debt,3,"The code has a workaround for a bug in cv2, which may lead to maintenance issues in the future.",False,295
facebookresearch/vissl,Computer Vision,tests/test_extract_cluster.py,101,TEMP,Design Debt,P3_Model_Development,with in_temporary_directory() as pretrain_dir:,Code Debt,3,The use of a temporary directory in a test file may indicate a lack of proper cleanup or resource management.,False,296
open-mmlab/mmdetection3d,Computer Vision,tools/test.py,105,TODO,Requirement Debt,P3_Model_Development,# TODO: We will unify the ceph support approach with other OpenMMLab repos,Design Debt,3,"The codebase has a TODO comment indicating a need to unify the ceph support approach, which suggests a design-level issue.",False,297
facebookresearch/vissl,Computer Vision,tests/test_meter_precision.py,7,NOQA,Test Debt,P3_Model_Development,"import vissl.meters  # noqa: F401,F811",Code Debt,3,"The import statement is commented out, indicating unused code, which can lead to technical debt and maintenance issues.",False,298
tryolabs/norfair,Computer Vision,norfair/tracker.py,637,TODO,Requirement Debt,P3_Model_Development,# TODO: Use keypoint confidence information to change R on each sensor instead?,Code Debt,3,"The TODO comment suggests a potential improvement to the existing code, indicating a need for refactoring or optimization.",False,299
huggingface/transformers,NLP,tests/test_video_processing_common.py,143,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdirname:,Test Debt,3,"The use of tempfile.TemporaryDirectory() as a context manager may not be properly cleaned up in case of an exception, leading to potential test instability.",False,300
google-research/t5x,NLP,t5x/partitioning.py,234,TODO,Requirement Debt,P3_Model_Development,# TODO(jekbradbury): reorder local subgroups for ring locality,Design Debt,3,"The TODO comment suggests a potential improvement to the partitioning strategy for better locality, indicating a design-level issue.",False,301
google-research/language,NLP,language/canine/tensor_contracts.py,140,TODO,Requirement Debt,P3_Model_Development,# TODO(jhclark): Allow implicit named dimensions based on `shape` and,Design Debt,3,"The TODO comment suggests a design limitation in the tensor contracts, which may impact future development or maintenance.",False,302
google-research/t5x,NLP,t5x/infer.py,500,TODO,Requirement Debt,P3_Model_Development,# TODO(adarob): Support inference over multiple checkpoints.,Model Dependency Debt,3,"The codebase is missing support for inference over multiple checkpoints, which may lead to model dependency issues.",False,303
allenai/dolma,NLP,scripts/dolma_stats.py,236,TEMP,Design Debt,P3_Model_Development,with TemporaryDirectory() as tempdir:,Code Debt,3,The use of TEMP as a variable name is not descriptive and may indicate a lack of clear variable naming conventions.,False,304
huggingface/transformers,NLP,tests/test_processing_common.py,1553,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdirname:,Test Debt,3,"The use of tempfile.TemporaryDirectory() as a context manager may not be properly cleaned up in case of an exception, leading to potential test failures or inconsistencies.",False,305
IST-DASLab/gptq,NLP,zeroShot/models/bloom.py,53,TODO,Requirement Debt,P3_Model_Development,# TODO: fix multi-gpu,Performance Optimization Debt,3,"The TODO comment suggests a performance optimization issue with multi-gpu support, which could impact model training time and resource utilization.",False,306
allenai/dolma,NLP,configs/c4-replication/reformat_trafilatura.py,73,TEMP,Design Debt,P3_Model_Development,with TemporaryDirectory() as tempdir:,Code Debt,3,The use of TEMP keyword and TemporaryDirectory() suggests a temporary solution that may not be scalable or maintainable in the long run.,False,307
IST-DASLab/gptq,NLP,zeroShot/models/models_utils.py,413,TODO,Requirement Debt,P3_Model_Development,# TODO: implement fully general `until` that handles until that are,Code Debt,3,"The TODO comment indicates a missing implementation for a specific functionality, which is a code-level issue.",False,308
huggingface/transformers,NLP,tests/test_configuration_common.py,64,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdirname:,Test Debt,3,"The use of tempfile.TemporaryDirectory() as a context manager is not necessary and can be replaced with a simpler approach, indicating a potential test debt issue.",False,309
togethercomputer/RedPajama-Data,NLP,app/src/core/quality_signals/content.py,159,NOQA,Test Debt,P3_Model_Development,"def __init__(self, bad_urls_dir: str, *args, **kwargs):  # noqa",Code Debt,3,"The use of noqa comment suggests a lack of adherence to code style conventions, potentially leading to inconsistencies and maintenance issues.",False,310
huggingface/transformers,NLP,tests/test_tokenization_common.py,995,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmp_dir_name:,Code Debt,3,"The use of tempfile.TemporaryDirectory() may not be properly cleaned up in case of an exception, leading to potential resource leaks.",False,311
allenai/open-instruct,NLP,open_instruct/grpo_fast.py,296,NOQA,Test Debt,P3_Model_Development,from deepspeed.runtime.checkpoint_engine import torch_checkpoint_engine  # noqa: PLC0415,Code Debt,3,The use of noqa comment is a code debt as it can lead to inconsistent code formatting and make it harder to maintain the codebase in the future.,False,312
thunlp/OpenPrompt,NLP,openprompt/trainer.py,496,TODO,Requirement Debt,P3_Model_Development,target = batch['tgt_text'] # TODO pop?,Code Debt,3,The TODO comment suggests a potential refactoring opportunity to improve code readability and maintainability.,False,313
allenai/dolma,NLP,scripts/stats_urls.py,11,TEMP,Design Debt,P3_Model_Development,from tempfile import TemporaryDirectory,Code Debt,3,"The use of TEMP keyword in the comment suggests a temporary solution, which may not be properly refactored or removed, leading to technical debt.",False,314
bigcode-project/bigcode-evaluation-harness,NLP,templates/new_task.py,17,TODO,Requirement Debt,P3_Model_Development,# TODO: Replace `NewTask` with the name of your Task.,Code Debt,3,"The code contains a placeholder for a task name, indicating a lack of proper naming conventions or refactoring.",False,315
togethercomputer/RedPajama-Data,NLP,app/src/core/quality_signals/lines.py,119,NOQA,Test Debt,P3_Model_Development,class RPS_Lines_Start_With_Bulletpoint(RPSBase):  # noqa,Code Debt,3,"The use of noqa comment suggests a potential code smell or a deliberate choice to ignore a specific linter rule, which may indicate a need for code refactoring or reorganization.",False,316
CarperAI/trlx,NLP,tests/test_models.py,256,TODO,Requirement Debt,P3_Model_Development,"@unittest.skip(""TODO: Final hidden states are not the same for frozen and unfrozen T5 heads"")",Test Debt,3,The test is skipping due to a known issue with final hidden states not being the same for frozen and unfrozen T5 heads.,False,317
google-research/language,NLP,language/fruit/beam_pipelines_test.py,98,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:,Test Debt,3,"The use of tempfile.TemporaryDirectory() as a context manager may not be properly cleaned up in case of an exception, leading to potential test instability.",False,318
salesforce/CodeT5,NLP,CodeT5/evaluator/CodeBLEU/parser/DFG.py,132,TEMP,Design Debt,P3_Model_Development,temp=[],Code Debt,3,The use of a global variable 'temp' is not thread-safe and can lead to unexpected behavior in a multi-threaded environment.,False,319
salesforce/CodeT5,NLP,CodeT5/evaluator/CodeBLEU/parser/DFG.py,352,TEMP,Design Debt,P3_Model_Development,DFG+=temp,Code Debt,3,"The use of the 'TEMP' keyword and the comment 'DFG+=temp' suggests a temporary or placeholder implementation, which may not be properly refactored or maintained, leading to technical debt.",False,320
bigcode-project/bigcode-evaluation-harness,NLP,templates/new_task.py,19,TODO,Requirement Debt,P3_Model_Development,# TODO: Add the `DATASET_PATH` string. This will be the name of the `Task`,Code Debt,2,"The code is missing a crucial variable definition, which is a basic coding requirement.",False,321
allenai/longformer,NLP,tvm/module.py,131,TEMP,Design Debt,P3_Model_Development,"path_obj = temp.relpath(""lib."" + object_format)",Code Debt,3,"The use of TEMP keyword suggests a temporary or workaround solution, which may not be ideal for production code.",False,322
salesforce/CodeT5,NLP,CodeT5/evaluator/CodeBLEU/parser/DFG.py,950,TEMP,Design Debt,P3_Model_Development,DFG+=temp,Code Debt,3,"The use of a temporary variable 'temp' in the DFG parser suggests a potential code smell or a workaround, indicating a need for refactoring.",False,323
OpenRLHF/OpenRLHF,NLP,openrlhf/trainer/ppo_trainer.py,252,TODO,Requirement Debt,P3_Model_Development,# TODO: KL controller must be FixedKLController; AdaptiveKLController is incompatible here.,Design Debt,3,"The KL controller implementation is not compatible with the chosen controller type, indicating a design flaw in the code.",False,324
huggingface/transformers,NLP,examples/3D_parallel.py,304,BUG,Defect Debt,P3_Model_Development,"assert len(list(model.parameters())) > 5, ""No parameters found in model. Probably DDP bug..""",Defect Debt,3,"The code is checking for a specific condition (no parameters found in model) which could be a sign of a DDP bug, indicating a defect in the model's implementation.",False,325
